class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5461355447769165,0.33470678329467773,-0.3146371841430664,0.9999998807907104,0.5599668622016907,0.327128529548645,-0.30118826031684875,0.9999994039535522,0.5667468309402466,0.3279101252555847,-0.30115410685539246,0.999999463558197,0.5737159848213196,0.32888248562812805,-0.30119413137435913,0.999999463558197,0.5389477610588074,0.32621777057647705,-0.3008897304534912,0.9999992251396179,0.5318565368652344,0.3261871933937073,-0.30098727345466614,0.999999463558197,0.525539219379425,0.32618945837020874,-0.3009304404258728,0.9999991655349731,0.5851224064826965,0.3372424244880676,-0.20496174693107605,0.9999988675117493,0.5188815593719482,0.3347887098789215,-0.21063870191574097,0.999998927116394,0.5604446530342102,0.3466769754886627,-0.2810622453689575,0.9999998211860657,0.5311424136161804,0.34607231616973877,-0.28282228112220764,0.9999997019767761,0.6567874550819397,0.40905237197875977,-0.17385254800319672,0.9999979138374329,0.4577881991863251,0.4109994173049927,-0.15351812541484833,0.9999840259552002,0.7133448123931885,0.48787716031074524,-0.09747251868247986,0.9990251660346985,0.420724481344223,0.49532148241996765,-0.0809103399515152,0.996955394744873,0.746338427066803,0.5742457509040833,-0.10665301233530045,0.998195469379425,0.39746302366256714,0.5801023244857788,-0.10880701243877411,0.9885192513465881,0.7546631693840027,0.5997551679611206,-0.1217450201511383,0.9957009553909302,0.38717544078826904,0.6044661402702332,-0.12579572200775146,0.9793510437011719,0.7399584650993347,0.6003730893135071,-0.16681234538555145,0.9956639409065247,0.40000319480895996,0.6046252846717834,-0.16651256382465363,0.9797706604003906,0.7319470047950745,0.5915247797966003,-0.12288463860750198,0.9948660135269165,0.4095264971256256,0.5969101786613464,-0.12658685445785522,0.9806557297706604,0.6308903098106384,0.5591791868209839,0.000769775768276304,0.9999822974205017,0.51478511095047,0.56048583984375,-0.0016619462985545397,0.9999656677246094,0.6391910910606384,0.7013591527938843,-0.009152933023869991,0.9660006165504456,0.49642932415008545,0.6943544745445251,-0.014740672893822193,0.9579156637191772,0.6566267013549805,0.8171547055244446,0.0440407320857048,0.9717346429824829,0.4720136225223541,0.8130587935447693,0.045429546386003494,0.9704214334487915,0.6436333060264587,0.8325026035308838,0.03607238456606865,0.8884426951408386,0.48043540120124817,0.8258253931999207,0.03874289244413376,0.8420864939689636,0.6792280077934265,0.8622685074806213,-0.13727083802223206,0.9647897481918335,0.45216724276542664,0.8599461317062378,-0.12598714232444763,0.9646893739700317
up,0.5470166206359863,0.34582698345184326,-0.2186320722103119,0.9999995231628418,0.5608375072479248,0.336164653301239,-0.20348402857780457,0.999997615814209,0.5665304660797119,0.33629944920539856,-0.20350129902362823,0.9999976754188538,0.5731953382492065,0.3366171419620514,-0.2035267949104309,0.9999977946281433,0.5386218428611755,0.3357253968715668,-0.20257891714572906,0.9999973773956299,0.5301713347434998,0.335740864276886,-0.2025364339351654,0.9999974966049194,0.523280143737793,0.33570119738578796,-0.20241385698318481,0.9999972581863403,0.5842146277427673,0.3393540382385254,-0.08097046613693237,0.9999948740005493,0.5144339203834534,0.3391265273094177,-0.08068985491991043,0.9999944567680359,0.5609850287437439,0.3580227792263031,-0.17015506327152252,0.9999990463256836,0.5312247276306152,0.3574584722518921,-0.17004670202732086,0.9999988079071045,0.6477833986282349,0.40036484599113464,-0.038763098418712616,0.9999970197677612,0.45994284749031067,0.4065264165401459,-0.013473519124090672,0.9999833106994629,0.7029107213020325,0.4784297049045563,0.011363796889781952,0.9977790713310242,0.4219890534877777,0.4841477572917938,0.037441402673721313,0.99312824010849,0.7379938364028931,0.5596626400947571,-0.07096126675605774,0.9968478679656982,0.3970625102519989,0.5610225200653076,-0.04619546979665756,0.9832322001457214,0.7479488253593445,0.5828782916069031,-0.10335583239793777,0.9922048449516296,0.3839261829853058,0.5855993032455444,-0.07849414646625519,0.9671317934989929,0.7327166199684143,0.5826157927513123,-0.15049053728580475,0.9922821521759033,0.39546775817871094,0.5851074457168579,-0.12277638167142868,0.968235433101654,0.7243673205375671,0.5764791965484619,-0.0902368426322937,0.9906401038169861,0.40583887696266174,0.5794963836669922,-0.06677961349487305,0.9675050973892212,0.6227906346321106,0.557635486125946,-0.003832331858575344,0.9999492764472961,0.5084149837493896,0.5588691830635071,0.0031361153814941645,0.9999251961708069,0.6365971565246582,0.7003878951072693,-0.01595548912882805,0.987452507019043,0.4930383861064911,0.6980648636817932,-0.022139107808470726,0.9833877086639404,0.6560990810394287,0.8185247182846069,0.0455387644469738,0.9881440997123718,0.47230640053749084,0.8176077604293823,0.06200777739286423,0.9843520522117615,0.643737256526947,0.8333232998847961,0.039455197751522064,0.792183518409729,0.48116326332092285,0.8293634057044983,0.05841115489602089,0.7362751960754395,0.6787968873977661,0.8635157346725464,-0.15134012699127197,0.9819622039794922,0.45157745480537415,0.8622886538505554,-0.1164310947060585,0.9786527156829834
up,0.549880862236023,0.3693298399448395,-0.1846064031124115,0.9999988675117493,0.5616799592971802,0.3577776551246643,-0.1754353940486908,0.9999942779541016,0.5673255920410156,0.3574434518814087,-0.17546796798706055,0.9999943375587463,0.5734504461288452,0.3567967116832733,-0.1755419224500656,0.9999946355819702,0.5395295023918152,0.35824069380760193,-0.1741631180047989,0.999993622303009,0.530661404132843,0.3581704795360565,-0.17405179142951965,0.9999934434890747,0.5236199498176575,0.3579152226448059,-0.1738865226507187,0.9999932646751404,0.5827435255050659,0.35637590289115906,-0.0553320087492466,0.9999886155128479,0.5137510299682617,0.3581152558326721,-0.051483768969774246,0.9999886751174927,0.5627793073654175,0.3786506950855255,-0.13296793401241302,0.9999975562095642,0.5364002585411072,0.3799123764038086,-0.13291415572166443,0.9999973177909851,0.6405748724937439,0.4088105261325836,0.0002527345495764166,0.9999974966049194,0.46785375475883484,0.41463929414749146,0.022029433399438858,0.9999847412109375,0.6906722187995911,0.48313066363334656,0.0453110933303833,0.995951235294342,0.4224604666233063,0.4862663149833679,0.054625436663627625,0.9913616180419922,0.7299587726593018,0.5595521330833435,-0.036257948726415634,0.9958085417747498,0.3920699954032898,0.5622525811195374,-0.04441322386264801,0.9816580414772034,0.7408568859100342,0.5819900035858154,-0.07005762308835983,0.9902775883674622,0.3780989944934845,0.5865398049354553,-0.0815286859869957,0.9640800356864929,0.7260934114456177,0.5818879008293152,-0.11842384189367294,0.9904351830482483,0.3915446698665619,0.585870623588562,-0.122809998691082,0.9651997685432434,0.7170499563217163,0.5758556127548218,-0.056599561125040054,0.9881581664085388,0.4024903476238251,0.5801411867141724,-0.06461881846189499,0.9633123874664307,0.6212605834007263,0.5594939589500427,-0.0049268705770373344,0.9999415874481201,0.5087473392486572,0.5596528649330139,0.00431815255433321,0.9999025464057922,0.6354846358299255,0.7007787823677063,-0.026985350996255875,0.9911989569664001,0.49030598998069763,0.6985560655593872,-0.03893512114882469,0.9866589307785034,0.6577123999595642,0.8196544647216797,0.015747414901852608,0.9903692603111267,0.4716719388961792,0.8176144361495972,0.03850526735186577,0.9841132760047913,0.645762026309967,0.8351982235908508,0.00874506589025259,0.715349555015564,0.4815137982368469,0.8295003175735474,0.03568793460726738,0.6724557876586914,0.6794925928115845,0.8627023100852966,-0.18215326964855194,0.9837033152580261,0.45059967041015625,0.861538827419281,-0.1364535093307495,0.9780202507972717
up,0.5552477836608887,0.3712185323238373,-0.23159779608249664,0.9999987483024597,0.5656951665878296,0.35972192883491516,-0.21986861526966095,0.9999940991401672,0.5713711977005005,0.3593025505542755,-0.21987919509410858,0.9999942779541016,0.5784057974815369,0.3587145209312439,-0.21993215382099152,0.9999944567680359,0.5441712737083435,0.3598940074443817,-0.21960453689098358,0.9999935030937195,0.5359123349189758,0.35962072014808655,-0.21951401233673096,0.9999932646751404,0.5279088616371155,0.359144389629364,-0.2193421870470047,0.9999931454658508,0.5866346955299377,0.3586479723453522,-0.09604939073324203,0.9999883770942688,0.5180124044418335,0.3596515357494354,-0.09698957204818726,0.9999892115592957,0.56721031665802,0.3806336224079132,-0.17979773879051208,0.9999973177909851,0.5420376658439636,0.3816002905368805,-0.18005716800689697,0.9999971985816956,0.6435329914093018,0.4135073721408844,-0.03580685704946518,0.9999973773956299,0.469134122133255,0.42197832465171814,-0.019191892817616463,0.9999850988388062,0.6861031651496887,0.4911831021308899,0.021184664219617844,0.9945343732833862,0.4227771759033203,0.4930379092693329,0.022225789725780487,0.99208664894104,0.7255873084068298,0.5617707967758179,-0.051882579922676086,0.9950423240661621,0.39294618368148804,0.5639345645904541,-0.06348221004009247,0.9831748604774475,0.7381890416145325,0.584458589553833,-0.08417746424674988,0.9888936877250671,0.3780003488063812,0.5878965258598328,-0.09711133688688278,0.9660993814468384,0.7245116829872131,0.5847645998001099,-0.1320611536502838,0.9891525506973267,0.39167019724845886,0.5868148803710938,-0.13830316066741943,0.9671680331230164,0.7151309251785278,0.5783624649047852,-0.07196971774101257,0.9867410659790039,0.4030662178993225,0.5804046988487244,-0.08328297734260559,0.965218186378479,0.6196856498718262,0.5616952180862427,-0.003791445167735219,0.999939501285553,0.5072935223579407,0.5623407959938049,0.003222267609089613,0.9999012351036072,0.6354436874389648,0.7011163234710693,-0.018747786059975624,0.992404580116272,0.4892447590827942,0.6992785930633545,-0.03324811905622482,0.9886783361434937,0.656236469745636,0.8174476027488708,0.03826959431171417,0.9914221167564392,0.471645325422287,0.8159878849983215,0.055825524032115936,0.9851794838905334,0.6432526707649231,0.8328959941864014,0.03279348835349083,0.7089734077453613,0.4823378324508667,0.8274227380752563,0.054456599056720734,0.6673361659049988,0.6800466179847717,0.8613874912261963,-0.153603658080101,0.9849698543548584,0.45012587308883667,0.8612514734268188,-0.11406129598617554,0.979290783405304
up,0.55523282289505,0.37135133147239685,-0.26515504717826843,0.9999985694885254,0.5666994452476501,0.36020201444625854,-0.2551707923412323,0.999994158744812,0.5724748969078064,0.35983556509017944,-0.2551347017288208,0.9999940991401672,0.5796043276786804,0.3592207133769989,-0.25516176223754883,0.9999944567680359,0.5448488593101501,0.36004117131233215,-0.2539210617542267,0.9999937415122986,0.5362094044685364,0.3596089482307434,-0.2538479268550873,0.9999934434890747,0.528313159942627,0.3589388132095337,-0.25367364287376404,0.9999935030937195,0.588624894618988,0.3590368628501892,-0.12674649059772491,0.9999883770942688,0.5185762643814087,0.35876795649528503,-0.12351581454277039,0.9999887943267822,0.5679568648338318,0.3805147409439087,-0.2106466293334961,0.9999968409538269,0.5420947670936584,0.38122931122779846,-0.20980527997016907,0.9999966621398926,0.6453955769538879,0.4129977226257324,-0.051207106560468674,0.9999973177909851,0.46985724568367004,0.41833868622779846,-0.029217487201094627,0.9999873042106628,0.6901810169219971,0.49023473262786865,0.022696396335959435,0.9939884543418884,0.42789754271507263,0.4903163015842438,0.03420406952500343,0.9897580742835999,0.7280887365341187,0.5636968612670898,-0.03559068590402603,0.9944792985916138,0.3971664011478424,0.5651775002479553,-0.03820884972810745,0.9807796478271484,0.7401599884033203,0.5861815810203552,-0.06395290046930313,0.9871495962142944,0.3791767656803131,0.5882713198661804,-0.06876420974731445,0.9609426259994507,0.7269987463951111,0.5867820978164673,-0.11274263262748718,0.9876798987388611,0.3914352059364319,0.5879647731781006,-0.11290498077869415,0.9629790782928467,0.7180112600326538,0.5799190998077393,-0.05542990192770958,0.9853231906890869,0.4029029607772827,0.5819647908210754,-0.05863865464925766,0.9611890912055969,0.6213359236717224,0.5592992305755615,-0.004092308692634106,0.9999217987060547,0.5075103640556335,0.5607104897499084,0.003519485704600811,0.9998846650123596,0.6339374780654907,0.7001021504402161,-0.019490905106067657,0.9921777844429016,0.49026307463645935,0.6985118985176086,-0.033835794776678085,0.9886284470558167,0.6562603712081909,0.8170110583305359,0.05336125195026398,0.9906374216079712,0.4718296527862549,0.8160091638565063,0.06748829782009125,0.9844092726707458,0.6429089903831482,0.8328302502632141,0.049956902861595154,0.6833918690681458,0.4829727113246918,0.8274092078208923,0.06698988378047943,0.6554463505744934,0.6793895363807678,0.8609392046928406,-0.14350488781929016,0.9830764532089233,0.4504696726799011,0.8604347705841064,-0.10965016484260559,0.9773778915405273
down,0.5485324859619141,0.5231421589851379,-0.647946834564209,0.9999997615814209,0.5615572333335876,0.5124325156211853,-0.6514235138893127,0.999999463558197,0.5698010325431824,0.5109962821006775,-0.6512927412986755,0.9999995827674866,0.5773956179618835,0.509440541267395,-0.6514246463775635,0.9999995231628418,0.5376991033554077,0.5119695067405701,-0.655337929725647,0.9999994039535522,0.5295321941375732,0.510248064994812,-0.6554792523384094,0.9999995231628418,0.5216214060783386,0.5082774758338928,-0.6553137302398682,0.9999991059303284,0.5882233381271362,0.49896547198295593,-0.5699241161346436,0.9999994039535522,0.5094250440597534,0.49857762455940247,-0.5895665884017944,0.9999995231628418,0.5616667866706848,0.5264938473701477,-0.6067554354667664,0.9999997615814209,0.535415768623352,0.5263868570327759,-0.6126509308815002,0.9999997615814209,0.6527115106582642,0.5207499265670776,-0.4556323289871216,0.9999997019767761,0.44993719458580017,0.5214714407920837,-0.446504682302475,0.9999977350234985,0.7028628587722778,0.6091575026512146,-0.4588606059551239,0.9992256164550781,0.4005419611930847,0.6127725839614868,-0.4296116530895233,0.9965267181396484,0.7314624786376953,0.7013019323348999,-0.5280952453613281,0.9994447827339172,0.382638543844223,0.7038223147392273,-0.46354901790618896,0.9971718788146973,0.7427494525909424,0.7275389432907104,-0.5491587519645691,0.9987188577651978,0.36868220567703247,0.726443350315094,-0.4831041097640991,0.9949289560317993,0.72542405128479,0.7280838489532471,-0.579664409160614,0.9987170696258545,0.38568592071533203,0.7267791628837585,-0.5132152438163757,0.9950063824653625,0.7171666622161865,0.7184198498725891,-0.5415477156639099,0.9984239339828491,0.3953012526035309,0.7192983031272888,-0.4788695275783539,0.9946157932281494,0.6157754063606262,0.5784849524497986,-0.006587585899978876,0.999993085861206,0.49982282519340515,0.5831584930419922,0.006142154335975647,0.99998539686203,0.6660639047622681,0.6636204123497009,-0.16714106500148773,0.9318090677261353,0.4617849886417389,0.6651912927627563,-0.16510668396949768,0.9412129521369934,0.6583052277565002,0.8147903680801392,-0.208409383893013,0.9650919437408447,0.46513375639915466,0.8116579651832581,-0.16751784086227417,0.9585879445075989,0.645950198173523,0.8341831564903259,-0.22083789110183716,0.8193486928939819,0.47888487577438354,0.8302501440048218,-0.17754827439785004,0.8306163549423218,0.6815909743309021,0.8607099056243896,-0.3729313015937805,0.9643967151641846,0.4444923400878906,0.8638253808021545,-0.310104638338089,0.9637600779533386
down,0.5488357543945312,0.5411623120307922,-0.6519739627838135,0.9999997615814209,0.5615653991699219,0.5299555659294128,-0.6541674137115479,0.9999992251396179,0.5694945454597473,0.5284004807472229,-0.6540865302085876,0.9999995231628418,0.5769331455230713,0.5266560316085815,-0.6542606949806213,0.9999993443489075,0.5371094942092896,0.530000627040863,-0.6568188071250916,0.9999988079071045,0.5284587144851685,0.5284492373466492,-0.6568605899810791,0.9999991059303284,0.5207414627075195,0.5266895890235901,-0.6567090749740601,0.9999980926513672,0.5882228016853333,0.5159028768539429,-0.5709015130996704,0.999999463558197,0.5084981918334961,0.5164374113082886,-0.5833572745323181,0.9999991059303284,0.5621140003204346,0.5442858338356018,-0.6113772392272949,0.9999997615814209,0.5356314778327942,0.5446548461914062,-0.6152066588401794,0.9999997615814209,0.6536169648170471,0.5360363721847534,-0.45680883526802063,0.9999997019767761,0.44882363080978394,0.5380938053131104,-0.44149237871170044,0.999993622303009,0.7046521306037903,0.624477744102478,-0.4694705903530121,0.9987106323242188,0.4061530530452728,0.6298873424530029,-0.4377773702144623,0.9911934733390808,0.7372041940689087,0.7160243988037109,-0.5441178679466248,0.9989888668060303,0.38348838686943054,0.7212416529655457,-0.47993436455726624,0.9903805255889893,0.7511522769927979,0.7417914867401123,-0.5680928826332092,0.9977245330810547,0.3660504221916199,0.7444042563438416,-0.4998149275779724,0.9829808473587036,0.731383740901947,0.7427288889884949,-0.5972644090652466,0.9978684782981873,0.38883018493652344,0.7442843914031982,-0.5310412645339966,0.9840221405029297,0.7252517342567444,0.7376861572265625,-0.5571839809417725,0.9973880648612976,0.39663857221603394,0.7371465563774109,-0.4953719973564148,0.9838249683380127,0.6109079718589783,0.588029146194458,-0.0057346089743077755,0.9999929666519165,0.4969853162765503,0.5913112163543701,0.00526557769626379,0.999977707862854,0.6660107970237732,0.6717344522476196,-0.23149898648262024,0.8480210304260254,0.4457111656665802,0.6756840348243713,-0.18766704201698303,0.8504841327667236,0.657635509967804,0.8181855082511902,-0.20793507993221283,0.9287447929382324,0.4621966481208801,0.8130978941917419,-0.1461772322654724,0.9067570567131042,0.6448318362236023,0.8348202109336853,-0.21566735208034515,0.691426157951355,0.478715181350708,0.8317722678184509,-0.15045563876628876,0.7329156398773193,0.6806590557098389,0.8597068786621094,-0.3792847692966461,0.935109555721283,0.4392808675765991,0.8612968325614929,-0.29894107580184937,0.9284545183181763
down,0.5552024245262146,0.560429036617279,-0.6657436490058899,0.9999997615814209,0.5673861503601074,0.5484826564788818,-0.6683493852615356,0.9999991059303284,0.5745607614517212,0.5465106964111328,-0.668300211429596,0.999999463558197,0.5814650058746338,0.5442235469818115,-0.6684870719909668,0.9999992251396179,0.5441586971282959,0.5491410493850708,-0.6699739098548889,0.9999983906745911,0.5356382727622986,0.5474516153335571,-0.6700113415718079,0.9999986290931702,0.527346670627594,0.5453048348426819,-0.6699103713035583,0.9999971985816956,0.5944097638130188,0.5326911211013794,-0.5850310921669006,0.9999994039535522,0.513493537902832,0.5341951847076416,-0.5932650566101074,0.9999985694885254,0.5669482946395874,0.563531219959259,-0.6251808404922485,0.9999997615814209,0.5419722199440002,0.5642073154449463,-0.6278283596038818,0.9999997019767761,0.661108672618866,0.5553592443466187,-0.4705653190612793,0.9999997019767761,0.45046815276145935,0.5547515749931335,-0.4554690420627594,0.999989926815033,0.7109601497650146,0.6423600912094116,-0.4934554398059845,0.9982019066810608,0.40874531865119934,0.6438969969749451,-0.46227210760116577,0.9899510145187378,0.740561842918396,0.7375132441520691,-0.5645146369934082,0.9986924529075623,0.385509192943573,0.7371397614479065,-0.5077696442604065,0.9881797432899475,0.7569401860237122,0.759550929069519,-0.5913324356079102,0.9969149231910706,0.36695122718811035,0.759487509727478,-0.5288740396499634,0.9774884581565857,0.7323634028434753,0.7611963152885437,-0.6177830696105957,0.9971516132354736,0.39135774970054626,0.7604538798332214,-0.5602850317955017,0.9789114594459534,0.7249191999435425,0.7538970112800598,-0.5764760375022888,0.9964043498039246,0.40050840377807617,0.753747284412384,-0.52239990234375,0.978473961353302,0.6118391156196594,0.6028452515602112,-0.001919423695653677,0.9999932646751404,0.5003658533096313,0.6055850982666016,0.001313347602263093,0.9999738931655884,0.6668597459793091,0.6856161952018738,-0.2695215940475464,0.787253737449646,0.4504562318325043,0.6814581751823425,-0.23354771733283997,0.795804500579834,0.6575421094894409,0.819011390209198,-0.18086999654769897,0.8985403776168823,0.463133305311203,0.8180217742919922,-0.12951341271400452,0.8807337880134583,0.6406965255737305,0.8332216739654541,-0.1819801777601242,0.5913098454475403,0.4791504442691803,0.8332341313362122,-0.1304750293493271,0.6593753099441528,0.6877295970916748,0.8577203750610352,-0.3631695508956909,0.9087547063827515,0.43986889719963074,0.860622227191925,-0.28912028670310974,0.9076062440872192
down,0.5508944392204285,0.5822582840919495,-0.7467585206031799,0.9999986290931702,0.5625348687171936,0.5715044736862183,-0.7513415813446045,0.9999967813491821,0.5699294209480286,0.5697309970855713,-0.7513251900672913,0.9999967813491821,0.5767132043838501,0.5675886273384094,-0.7515565752983093,0.999997079372406,0.5379278063774109,0.5717818140983582,-0.7513541579246521,0.9999939799308777,0.5291902422904968,0.5699928998947144,-0.7513332962989807,0.9999924898147583,0.5211622714996338,0.5678684115409851,-0.7512767314910889,0.9999899864196777,0.5888306498527527,0.5550920367240906,-0.6610944271087646,0.9999970197677612,0.5043732523918152,0.5565959811210632,-0.6605220437049866,0.9999914169311523,0.5634335279464722,0.5847982168197632,-0.7024067640304565,0.9999992251396179,0.5359430909156799,0.5851667523384094,-0.7024497985839844,0.9999985694885254,0.6595322489738464,0.5718885064125061,-0.5248133540153503,0.9999987483024597,0.44077229499816895,0.5762720108032227,-0.5073071122169495,0.9999660849571228,0.71628338098526,0.6605654358863831,-0.5514172315597534,0.9971047639846802,0.3968947231769562,0.664048433303833,-0.5172613859176636,0.9883957505226135,0.7414506077766418,0.7532817125320435,-0.6313067674636841,0.9949272871017456,0.3838205337524414,0.7517029047012329,-0.5707923173904419,0.9654532074928284,0.7582162022590637,0.7771353125572205,-0.6631272435188293,0.9865450263023376,0.36705830693244934,0.7747297286987305,-0.5956532955169678,0.9239607453346252,0.734499990940094,0.7796544432640076,-0.6878469586372375,0.9875007271766663,0.3896986246109009,0.7762874960899353,-0.6272295713424683,0.9305016398429871,0.7252640128135681,0.7716724276542664,-0.6425662636756897,0.9844904541969299,0.40043845772743225,0.7692251801490784,-0.5846501588821411,0.9318801760673523,0.607816219329834,0.6167399883270264,-0.0018032878870144486,0.9999945759773254,0.4968339800834656,0.6210161447525024,0.0013002889463678002,0.9999793767929077,0.669277548789978,0.6913555264472961,-0.39069318771362305,0.81584233045578,0.441944420337677,0.6935291886329651,-0.34570494294166565,0.8185395002365112,0.6575036644935608,0.8187039494514465,-0.1804504543542862,0.8989787697792053,0.46302154660224915,0.8180006742477417,-0.13716545701026917,0.8947953581809998,0.6415640711784363,0.8349426984786987,-0.17139220237731934,0.5295768976211548,0.4790481626987457,0.8350195288658142,-0.12283536046743393,0.6510353684425354,0.6895236968994141,0.8590220808982849,-0.36400049924850464,0.9054360389709473,0.4391944408416748,0.8606932163238525,-0.3072814345359802,0.9152714014053345
down,0.5415501594543457,0.5797624588012695,-1.056510329246521,0.9999937415122986,0.5546091794967651,0.5688052773475647,-1.0590159893035889,0.9999920129776001,0.5631040334701538,0.5669625997543335,-1.058961033821106,0.9999895095825195,0.5700328946113586,0.5648316144943237,-1.0591931343078613,0.9999918937683105,0.526694655418396,0.5685898065567017,-1.0527805089950562,0.9999851584434509,0.518418550491333,0.5663909316062927,-1.0528481006622314,0.999977707862854,0.5110510587692261,0.5638589262962341,-1.0528117418289185,0.9999768137931824,0.5822327733039856,0.5526160001754761,-0.9072481393814087,0.999988853931427,0.49848470091819763,0.5523772835731506,-0.8796325922012329,0.9999660849571228,0.5567159056663513,0.5851577520370483,-0.98497474193573,0.9999970197677612,0.5282980799674988,0.5850341320037842,-0.9770559668540955,0.999995231628418,0.6572181582450867,0.5820918679237366,-0.6828634142875671,0.9999940395355225,0.4365462064743042,0.5769736766815186,-0.6450037360191345,0.9999446272850037,0.7208684682846069,0.6757361888885498,-0.7026667594909668,0.9934878945350647,0.38515564799308777,0.6677077412605286,-0.6391916275024414,0.9893962740898132,0.740478515625,0.762401819229126,-0.7965884804725647,0.979171872138977,0.37014952301979065,0.757797122001648,-0.7139191031455994,0.9486958384513855,0.7569389343261719,0.785528302192688,-0.8476219177246094,0.9351344108581543,0.35559192299842834,0.7794440984725952,-0.7543673515319824,0.8569380640983582,0.7309953570365906,0.7872386574745178,-0.8810062408447266,0.9422686100006104,0.3799365162849426,0.7821276783943176,-0.7939726114273071,0.871978223323822,0.7206993103027344,0.7801204323768616,-0.8111268877983093,0.933017909526825,0.39009353518486023,0.7747312784194946,-0.7300328016281128,0.8703372478485107,0.6125652194023132,0.6330105066299438,0.00070382613921538,0.9999882578849792,0.49992647767066956,0.6316980719566345,-0.0006734357448294759,0.9999645352363586,0.671234130859375,0.7016206979751587,-0.5453354716300964,0.8677709102630615,0.4344981908798218,0.6984522342681885,-0.48125824332237244,0.8844537138938904,0.6547756791114807,0.8203286528587341,-0.2388511449098587,0.9036732316017151,0.4634840786457062,0.817713737487793,-0.17656339704990387,0.9321601390838623,0.6397799849510193,0.8359885811805725,-0.21881645917892456,0.58334881067276,0.48050570487976074,0.835959255695343,-0.1543765515089035,0.7203513979911804,0.6870638728141785,0.8571701645851135,-0.46644434332847595,0.9091272354125977,0.4334563910961151,0.8587997555732727,-0.3843381106853485,0.9287692308425903
